Expenses,OB_HO,Last Folder_HO,Actual_HO,Variance OB_HO,Variance LF_HO,OB_Bawal,Last Folder_Bawal,Actual_Bawal,Variance OB_Bawal,Variance LF_Bawal,OB_Chennai,Last Folder_Chennai,Actual_Chennai,Variance OB_Chennai,Variance LF_Chennai,OB_Roorkee,Last Folder_Roorkee,Actual_Roorkee,Variance OB_Roorkee,Variance LF_Roorkee,OB_T16,Last Folder_T16,Actual_T16,Variance OB_T16,Variance LF_T16,OB_NPAU,Last Folder_NPAU,Actual_NPAU,Variance OB_NPAU,Variance LF_NPAU,OB_KAU,Last Folder_KAU,Actual_KAU,Variance OB_KAU,Variance LF_KAU,OB_BAU,Last Folder_BAU,Actual_BAU,Variance OB_BAU,Variance LF_BAU,OB_Gujarat,Last Folder_Gujarat,Actual_Gujarat,Variance OB_Gujarat,Variance LF_Gujarat,OB_Total,Last Folder_Total,Actual_Total,Variance OB_Total,Variance LF_Total,Month
Training,133265.820323429,133265.820323429,0.0,133265.820323429,133265.820323429,193362.75,193362.75,47160.0,146202.75,146202.75,450000.0,450000.0,-28570.0,478570.0,478570.0,106385.0,106385.0,62630.0,43755.0,43755.0,135385.88495327625,135385.88495327625,10000.0,125385.88495327625,125385.88495327625,49240.337697946394,49240.337697946394,0.0,49240.337697946394,49240.337697946394,28146.428571428572,28146.428571428572,227.0,27919.428571428572,27919.428571428572,2000.0,2000.0,4256.0,-2256.0,-2256.0,83333.33333333333,83333.33333333333,0.0,83333.33333333333,83333.33333333333,1181119.5548794137,1181119.5548794137,95703.0,1085416.5548794137,1085416.5548794137,Aug'18
TOTAL Recruitment(F),134651.820323429,134651.820323429,36805.0,97846.82032342901,97846.82032342901,202338.75,202338.75,218752.0,-16413.25,-16413.25,453344.0,453344.0,-14826.0,468170.0,468170.0,107315.6,107315.6,62630.0,44685.6,44685.6,136562.88495327625,136562.88495327625,16000.0,120562.88495327625,120562.88495327625,49570.337697946394,49570.337697946394,5900.0,43670.337697946394,43670.337697946394,28363.09523809524,28363.09523809524,227.0,28136.09523809524,28136.09523809524,2330.0,2330.0,4256.0,-1926.0,-1926.0,83333.33333333333,83333.33333333333,0.0,83333.33333333333,83333.33333333333,1197809.8215460803,1197809.8215460803,329744.0,868065.8215460803,868065.8215460803,Aug'18
Canteen,135200.0,135200.0,142150.5,-6950.5,-6950.5,2551234.62,2551234.62,2151257.1900000013,399977.42999999877,399977.42999999877,2612292.5564545207,2612292.5564545207,2899985.119999999,-287692.5635454785,-287692.5635454785,679184.4473122,679184.4473122,625192.0000000005,53992.44731219951,53992.44731219951,350314.6053333333,350314.6053333333,362085.70999999996,-11771.104666666652,-11771.104666666652,92851.62000000001,92851.62000000001,87364.0,5487.62000000001,5487.62000000001,218632.59999999998,218632.59999999998,153781.20000000007,64851.39999999991,64851.39999999991,239868.0,239868.0,185405.0,54463.0,54463.0,34975.2,34975.2,0.0,34975.2,34975.2,6914553.649100053,6914553.649100053,6607220.720000001,307332.92910005245,307332.92910005245,Aug'18
Employee Claim / Refreshmnent,67532.91666666667,67532.91666666667,25927.140000000014,41605.77666666666,41605.77666666666,404010.0,404010.0,957284.3700000003,-553274.3700000003,-553274.3700000003,30000.0,30000.0,48857.0,-18857.0,-18857.0,333.3333333333333,333.3333333333333,0.0,333.3333333333333,333.3333333333333,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0,2000.0,2000.0,2575.0,2575.0,0.0,2575.0,2575.0,2000.0,2000.0,4985.0,-2985.0,-2985.0,0.0,0.0,0.0,0.0,0.0,508451.25,508451.25,1037053.5100000004,-528602.2600000004,-528602.2600000004,Aug'18
Suggestion Scheme,0.0,0.0,0.0,0.0,0.0,17700.0,17700.0,17700.0,0.0,0.0,61500.0,61500.0,0.0,61500.0,61500.0,0.0,0.0,0.0,0.0,0.0,3550.0,3550.0,0.0,3550.0,3550.0,1050.0,1050.0,0.0,1050.0,1050.0,5964.0,5964.0,0.0,5964.0,5964.0,7200.0,7200.0,0.0,7200.0,7200.0,0.0,0.0,0.0,0.0,0.0,96964.0,96964.0,17700.0,79264.0,79264.0,Aug'18
Family Visits,0.0,0.0,0.0,0.0,0.0,10500.0,10500.0,10500.0,0.0,0.0,45150.0,45150.0,0.0,45150.0,45150.0,0.0,0.0,0.0,0.0,0.0,4583.333333333333,4583.333333333333,0.0,4583.333333333333,4583.333333333333,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0,2000.0,2000.0,5000.0,5000.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,67233.33333333334,67233.33333333334,10500.0,56733.33333333334,56733.33333333334,Aug'18
Employee Engagement Activities,28000.0,28000.0,0.0,28000.0,28000.0,31750.0,31750.0,31750.0,0.0,0.0,27000.0,27000.0,28366.0,-1366.0,-1366.0,31630.0,31630.0,26437.0,5193.0,5193.0,16033.333333333332,16033.333333333332,15980.0,53.33333333333212,53.33333333333212,2000.0,2000.0,2825.0,-825.0,-825.0,8500.0,8500.0,1814.92,6685.08,6685.08,5000.0,5000.0,5600.0,-600.0,-600.0,0.0,0.0,0.0,0.0,0.0,149913.33333333334,149913.33333333334,112772.92,37140.413333333345,37140.413333333345,Aug'18
Director's Party/ Others,0.0,0.0,44000.0,-44000.0,-44000.0,11000.0,11000.0,0.0,11000.0,11000.0,25000.0,25000.0,0.0,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0,45375.0,45375.0,0.0,45375.0,45375.0,0.0,0.0,18161.0,-18161.0,-18161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2930.0,-2930.0,-2930.0,0.0,0.0,0.0,0.0,0.0,81375.0,81375.0,65091.0,16284.0,16284.0,Aug'18
QC circle,0.0,0.0,0.0,0.0,0.0,1750.0,1750.0,5501.600000000006,-3751.600000000006,-3751.600000000006,30000.0,30000.0,167804.0,-137804.0,-137804.0,0.0,0.0,0.0,0.0,0.0,14368.75,14368.75,0.0,14368.75,14368.75,875.0,875.0,0.0,875.0,875.0,5000.0,5000.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51993.75,51993.75,173305.6,-121311.85,-121311.85,Aug'18
Sports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,0.0,2083.3333333333335,2083.3333333333335,0.0,2083.3333333333335,2083.3333333333335,2750.0,2750.0,0.0,2750.0,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,35000.0,0.0,35000.0,35000.0,0.0,0.0,0.0,0.0,0.0,39833.333333333336,39833.333333333336,-1800.0,41633.333333333336,41633.333333333336,Aug'18
Social Activities,0.0,0.0,0.0,0.0,0.0,53720.0,53720.0,145435.0,-91715.0,-91715.0,12000.0,12000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71720.0,71720.0,151435.0,-79715.0,-79715.0,Aug'18
Club,0.0,0.0,0.0,0.0,0.0,59705.0,59705.0,23040.0,36665.0,36665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59705.0,59705.0,23040.0,36665.0,36665.0,Aug'18
Gifts,0.0,0.0,0.0,0.0,0.0,5001.0,5001.0,138713.58999999985,-133712.58999999985,-133712.58999999985,386201.03624999995,386201.03624999995,383459.0,2742.0362499999464,2742.0362499999464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5001.0,5001.0,0.0,5001.0,5001.0,0.0,0.0,0.0,0.0,0.0,396203.03624999995,396203.03624999995,522172.58999999985,-125969.5537499999,-125969.5537499999,Aug'18
Insurance,64978.5,64978.5,64979.0,-0.5,-0.5,982859.388888889,982859.388888889,1057600.0,-74740.61111111101,-74740.61111111101,498435.18808333325,498435.18808333325,468361.42999999993,30073.75808333332,30073.75808333332,143132.775,143132.775,132120.0,11012.774999999994,11012.774999999994,91198.93125000001,91198.93125000001,86656.0,4542.931250000009,4542.931250000009,6125.0,6125.0,22367.589999999997,-16242.589999999997,-16242.589999999997,2651.25,2651.25,25091.25,-22440.0,-22440.0,0.0,0.0,0.0,0.0,0.0,12063.191304347829,12063.191304347829,0.0,12063.191304347829,12063.191304347829,1801444.22452657,1801444.22452657,1857175.27,-55731.04547343007,-55731.04547343007,Aug'18
Vehicles For Staff at plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3653932.4562477428,3653932.4562477428,3899909.8199999994,-245977.3637522566,-245977.3637522566,266430.15,266430.15,243493.50000000012,22936.649999999907,22936.649999999907,359321.21,359321.21,355900.99999999977,3420.210000000254,3420.210000000254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4279683.816247743,4279683.816247743,4499304.319999999,-219620.50375225674,-219620.50375225674,Aug'18
Bus Hiring For Staff-Plant,0.0,0.0,0.0,0.0,0.0,2632442.1254999996,2632442.1254999996,2764600.580000004,-132158.45450000418,-132158.45450000418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143325.0,143325.0,156902.02000000002,-13577.020000000019,-13577.020000000019,181650.0,181650.0,193500.24,-11850.23999999999,-11850.23999999999,235377.90000000002,235377.90000000002,217250.0,18127.900000000023,18127.900000000023,0.0,0.0,0.0,0.0,0.0,3192795.0254999995,3192795.0254999995,3332252.8400000036,-139457.81450000405,-139457.81450000405,Aug'18
Safety Wear,1645.0,1645.0,0.0,1645.0,1645.0,1130969.3333333335,1130969.3333333335,208120.35999999964,922848.9733333339,922848.9733333339,40000.0,40000.0,346644.63,-306644.63,-306644.63,99600.375,99600.375,135251.43000000005,-35651.05500000005,-35651.05500000005,68432.75,68432.75,53900.0,14532.75,14532.75,0.0,0.0,64571.0,-64571.0,-64571.0,93531.74999999999,93531.74999999999,82684.14000000001,10847.609999999971,10847.609999999971,0.0,0.0,4750.0,-4750.0,-4750.0,10688.721586195457,10688.721586195457,0.0,10688.721586195457,10688.721586195457,1444867.929919529,1444867.929919529,895921.5599999997,548946.3699195293,548946.3699195293,Aug'18
Medical Expenses,3273.9166666666665,3273.9166666666665,3948.0,-674.0833333333335,-674.0833333333335,151598.3333333333,151598.3333333333,10925.0,140673.3333333333,140673.3333333333,225000.0,225000.0,24473.97,200526.03,200526.03,16600.0,16600.0,39086.0,-22486.0,-22486.0,27143.75,27143.75,25750.0,1393.75,1393.75,1575.0,1575.0,1108.0,467.0,467.0,2000.0,2000.0,0.0,2000.0,2000.0,15000.0,15000.0,18135.0,-3135.0,-3135.0,1433.7323709971793,1433.7323709971793,0.0,1433.7323709971793,1433.7323709971793,443624.7323709972,443624.7323709972,123425.97,320198.7623709972,320198.7623709972,Aug'18
TOTAL Welfare(G),300630.3333333334,300630.3333333334,281004.64,19625.693333333325,19625.693333333325,8044239.801055555,8044239.801055555,7520627.690000005,523612.1110555506,523612.1110555506,7646511.237035597,7646511.237035597,8273860.969999998,-627349.7329644018,-627349.7329644018,1238994.4139788668,1238994.4139788668,1201579.9300000006,37414.48397886603,37414.48397886603,983071.66325,983071.66325,900272.7099999997,82798.95325000028,82798.95325000028,249801.62,249801.62,353298.61,-103496.99,-103496.99,528504.6,528504.6,456871.7500000001,71632.84999999989,71632.84999999989,549446.9,549446.9,439055.0,110391.90000000002,110391.90000000002,59160.84526154047,59160.84526154047,0.0,59160.84526154047,59160.84526154047,19600361.413914893,19600361.413914893,19426571.3,173790.1139148879,173790.1139148879,Aug'18
TOTAL COST,13931337.333833244,13931337.333833244,13433472.650000058,497864.68383318576,497864.68383318576,84214934.14211659,84214934.14211659,75486658.46780002,8728275.67431658,8728275.67431658,45819238.04902244,45819238.04902244,48366789.87,-2547551.8209775575,-2547551.8209775575,8518434.06839988,8518434.06839988,9779709.379999999,-1261275.3116001193,-1261275.3116001193,10022488.10616652,10022488.10616652,9797744.468269482,224743.6378970374,224743.6378970374,3197234.5424116277,3197234.5424116277,3371276.2,-174041.65758837294,-174041.65758837294,2872160.2920662216,2872160.2920662216,2573209.94,298950.35206622165,298950.35206622165,2776319.914161492,2776319.914161492,2354419.42,421900.49416149245,421900.49416149245,1145742.0952615398,1145742.0952615398,1142841.88,2900.2152615399536,2900.2152615399536,172497888.54343954,172497888.54343954,166306122.27606955,6191766.267369991,6191766.267369991,Aug'18
HO Allocated Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aug'18
Grand Total,13931337.333833244,13931337.333833244,13433472.650000058,497864.6838331856,497864.6838331856,84214934.14211659,84214934.14211659,75486658.46780002,8728275.67431657,8728275.67431657,45819238.04902244,45819238.04902244,48366789.87,-2547551.8209775537,-2547551.8209775537,8518434.06839988,8518434.06839988,9779709.379999999,-1261275.3116001189,-1261275.3116001189,10022488.10616652,10022488.10616652,9797744.468269482,224743.63789703697,224743.63789703697,3197234.5424116277,3197234.5424116277,3371276.2,-174041.65758837247,-174041.65758837247,2872160.2920662216,2872160.2920662216,2573209.94,298950.35206622165,298950.35206622165,2776319.914161492,2776319.914161492,2354419.42,421900.4941614922,421900.4941614922,1145742.0952615398,1145742.0952615398,1142841.88,2900.21526153991,2900.21526153991,172497888.54343954,172497888.54343954,166306122.27606955,6191766.267369986,6191766.267369986,Aug'18
Salary,13068515.280176481,13068515.280176481,11404399.09999995,1664116.180176532,1664116.180176532,17057207.086391613,17057207.086391613,16617156.280000001,440050.8063916117,440050.8063916117,11413087.877112957,11413087.877112957,9740766.710000005,1672321.167112952,1672321.167112952,2741930.5680827163,2741930.5680827163,2099678.56155641,642252.0065263063,642252.0065263063,3706460.633075183,3706460.633075183,3935200.513397686,-228739.8803225034,-228739.8803225034,1227128.2136390656,1227128.2136390656,810768.9299999988,416359.28363906685,416359.28363906685,705571.8287568999,705571.8287568999,473520.5299999998,232051.29875690013,232051.29875690013,711970.0141614923,711970.0141614923,741276.6099999999,-29306.59583850752,-29306.59583850752,1003247.916666666,1003247.916666666,791278.0599999998,211969.85666666622,211969.85666666622,51635119.41806307,51635119.41806307,46614045.29495406,5021074.123109005,5021074.123109005,Sep'18
Wages,0.0,0.0,0.0,0.0,0.0,30457605.893619828,30457605.893619828,23436571.480000004,7021034.413619824,7021034.413619824,8419544.23026149,8419544.23026149,9822775.910000002,-1403231.6797385123,-1403231.6797385123,1235804.6888254783,1235804.6888254783,1118025.4886999996,117779.20012547867,117779.20012547867,793584.0661039064,793584.0661039064,830300.21,-36716.14389609359,-36716.14389609359,34099.0,34099.0,31796.850000000006,2302.149999999994,2302.149999999994,0.0,0.0,0.0,0.0,0.0,227655.0,227655.0,223706.68,3948.320000000007,3948.320000000007,0.0,0.0,0.0,0.0,0.0,41168292.878810704,41168292.878810704,35463176.61870001,5705116.260110691,5705116.260110691,Sep'18
Tarinees,427539.89999999997,427539.89999999997,572966.9199999999,-145427.01999999996,-145427.01999999996,16322074.3172,16322074.3172,17877659.78,-1555585.4628000017,-1555585.4628000017,13495242.197435897,13495242.197435897,14540177.359999988,-1044935.1625640914,-1044935.1625640914,2474540.158,2474540.158,3746999.0,-1272458.8420000002,-1272458.8420000002,3864915.2581133856,3864915.2581133856,3952093.6900000013,-87178.4318866157,-87178.4318866157,1633548.1915874358,1633548.1915874358,1610469.5,23078.69158743578,23078.69158743578,1609720.7680712265,1609720.7680712265,1601932.6099999994,7788.158071227139,7788.158071227139,1150594.0,1150594.0,1058240.7599999998,92353.24000000022,92353.24000000022,0.0,0.0,0.0,0.0,0.0,40978174.79040794,40978174.79040794,44960539.61999998,-3982364.8295920417,-3982364.8295920417,Sep'18
Total,13496055.180176482,13496055.180176482,11977366.01999995,1518689.1601765319,1518689.1601765319,63836887.29721144,63836887.29721144,57931387.54000001,5905499.757211434,5905499.757211434,33327874.30481034,33327874.30481034,34103719.97999999,-775845.6751896515,-775845.6751896515,6452275.414908195,6452275.414908195,6964703.05025641,-512427.63534821523,-512427.63534821523,8364959.957292475,8364959.957292475,8717594.413397688,-352634.4561052127,-352634.4561052127,2894775.4052265016,2894775.4052265016,2453035.279999999,441740.12522650266,441740.12522650266,2315292.5968281263,2315292.5968281263,2075453.1399999992,239839.45682812727,239839.45682812727,2090219.0141614922,2090219.0141614922,2023224.0499999996,66994.96416149271,66994.96416149271,1003247.916666666,1003247.916666666,791278.0599999998,211969.85666666622,211969.85666666622,133781587.08728172,133781587.08728172,127037761.53365406,6743825.553627655,6743825.553627655,Sep'18
Pune Warehouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sep'18
MSIL Sub Assembly-Gurgaon,0.0,0.0,0.0,0.0,0.0,1245465.0025599997,1245465.0025599997,1205600.0,39865.0025599997,39865.0025599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245465.0025599997,1245465.0025599997,1205600.0,39865.0025599997,39865.0025599997,Sep'18
"MSIL Sub Assembly, Manesar",0.0,0.0,0.0,0.0,0.0,1231932.5158399998,1231932.5158399998,1776900.0,-544967.4841600002,-544967.4841600002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231932.5158399998,1231932.5158399998,1776900.0,-544967.4841600002,-544967.4841600002,Sep'18
Banglore Sub Assembly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sep'18
KAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sep'18
AFM Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sep'18
Bilaspur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sep'18
AFM Kolkata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sep'18
TOTAL Warehouses (D),0.0,0.0,0.0,0.0,0.0,2477397.5183999995,2477397.5183999995,2982500.0,-505102.4816000005,-505102.4816000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2477397.5183999995,2477397.5183999995,2982500.0,-505102.4816000005,-505102.4816000005,Sep'18
Subcontractors,0.0,0.0,0.0,0.0,0.0,90628.83780000001,90628.83780000001,90628.83779999998,0.0,0.0,1406015.0,1406015.0,1406015.0,0.0,0.0,527451.5833333334,527451.5833333334,646357.44,-118905.85666666657,-118905.85666666657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72624.0,72624.0,0.0,72624.0,72624.0,0.0,0.0,0.0,0.0,0.0,2096719.4211333334,2096719.4211333334,2143001.2778,-46281.856666666456,-46281.856666666456,Sep'18
Assigned Personnels(Incl I.Tax Paid),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sep'18
Good Work Reward,0.0,0.0,0.0,0.0,0.0,90000.0,90000.0,519276.0,-429276.0,-429276.0,107800.0,107800.0,746749.0,-638949.0,-638949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197800.0,197800.0,1266025.0,-1068225.0,-1068225.0,Sep'18
Attendance Incentive,0.0,0.0,0.0,0.0,0.0,78300.0,78300.0,0.0,78300.0,78300.0,93337.874301,93337.874301,42000.0,51337.874301,51337.874301,19975.0,19975.0,6500.0,13475.0,13475.0,22500.0,22500.0,0.0,22500.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214112.874301,214112.874301,48500.0,165612.874301,165612.874301,Sep'18
Night Attendance Incentive to Operators,0.0,0.0,0.0,0.0,0.0,113100.0,113100.0,146000.0,-32900.0,-32900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113100.0,113100.0,146000.0,-32900.0,-32900.0,Sep'18
Leave Encashment,0.0,0.0,0.0,0.0,0.0,749174.0070182276,749174.0070182276,749174.0,0.007018227595835924,0.007018227595835924,512920.4487179493,512920.4487179493,786611.79,-273691.34128205077,-273691.34128205077,27908.58974358974,27908.58974358974,27908.58974358975,0.0,0.0,22173.39487179487,22173.39487179487,22173.394871794473,3.965396899729967e-10,3.965396899729967e-10,933.3333333333334,933.3333333333334,0.0,933.3333333333334,933.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57748.0,-57748.0,-57748.0,0.0,0.0,0.0,0.0,0.0,1313109.7736848947,1313109.7736848947,1643615.7746153842,-330506.0009304895,-330506.0009304895,Sep'18
Overtime,0.0,0.0,0.0,0.0,0.0,83333.33333333333,83333.33333333333,81848.33000000002,1485.0033333333122,1485.0033333333122,600000.0,600000.0,787836.3200000001,-187836.32000000007,-187836.32000000007,80059.23076923075,80059.23076923075,217328.0,-137268.76923076925,-137268.76923076925,79824.22153846154,79824.22153846154,136376.0,-56551.77846153846,-56551.77846153846,2153.846153846154,2153.846153846154,3522.0,-1368.1538461538462,-1368.1538461538462,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,45013.0,4987.0,4987.0,0.0,0.0,0.0,0.0,0.0,895370.6317948718,895370.6317948718,1271923.6500000001,-376553.0182051284,-376553.0182051284,Sep'18
Bonus & Ex-Gratia (workers),0.0,0.0,0.0,0.0,0.0,2356395.0,2356395.0,2345489.580000002,10905.419999998063,10905.419999998063,758333.343908626,758333.343908626,793673.0,-35339.656091373996,-35339.656091373996,85383.33333333333,85383.33333333333,85383.0,0.3333333333284827,0.3333333333284827,86666.66666666667,86666.66666666667,86667.0,-0.3333333333284827,-0.3333333333284827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3286778.343908626,3286778.343908626,3311212.580000002,-24434.236091375817,-24434.236091375817,Sep'18
Bonus & Ex-Gratia (Trainees),0.0,0.0,0.0,0.0,0.0,382215.24522299995,382215.24522299995,388515.08,-6299.834777000069,-6299.834777000069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382215.24522299995,382215.24522299995,388515.08,-6299.834777000069,-6299.834777000069,Sep'18
Production Incentive,0.0,0.0,0.0,0.0,0.0,4863300.0,4863300.0,4905383.0,-42083.0,-42083.0,952000.0933333333,952000.0933333333,1199205.0,-247204.90666666673,-247204.90666666673,0.0,0.0,0.0,0.0,0.0,96000.0,96000.0,71790.0,24210.0,24210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11700.0,11700.0,16852.0,-5152.0,-5152.0,0.0,0.0,0.0,0.0,0.0,5923000.093333334,5923000.093333334,6193230.0,-270229.90666666627,-270229.90666666627,Sep'18
TOTAL SubContract( E),0.0,0.0,0.0,0.0,0.0,8806446.42337456,8806446.42337456,9226314.827800002,-419868.4044254411,-419868.4044254411,4430406.760260909,4430406.760260909,5762090.11,-1331683.3497390915,-1331683.3497390915,740777.7371794872,740777.7371794872,983477.0297435897,-242699.2925641025,-242699.2925641025,307164.2830769231,307164.2830769231,317006.3948717945,-9842.111794871395,-9842.111794871395,3087.1794871794873,3087.1794871794873,3522.0,-434.8205128205128,-434.8205128205128,0.0,0.0,0.0,0.0,0.0,134324.0,134324.0,119613.0,14711.0,14711.0,0.0,0.0,0.0,0.0,0.0,14422206.38337906,14422206.38337906,16412023.362415386,-1989816.9790363265,-1989816.9790363265,Sep'18
